
992;39;0,56;0;0;19:01:2024 / 14:03:42;
992;39;-15,;0;1;19:01:2024 / 14:05:56;
992;39;-30,;1;1;19:01:2024 / 14:09:11;
992;39;108,;1;2;19:01:2024 / 14:10:40;
992;39;101,;2;2;19:01:2024 / 14:13:26;
992;39;98,8;3;2;19:01:2024 / 14:16:48;
992;39;104,;4;2;19:01:2024 / 14:18:55;
992;39;101,;5;2;19:01:2024 / 14:21:15;
992;39;105,;6;2;19:01:2024 / 14:23:02;
992;39;103,;7;2;19:01:2024 / 14:26:16;
992;39;111,;8;2;19:01:2024 / 14:27:39;
992;39;108,;9;2;19:01:2024 / 14:30:42;
992;39;106,;10;2;19:01:2024 / 14:33:02;
992;39;116,;11;2;19:01:2024 / 14:35:20;
992;39;101,;11;3;19:01:2024 / 14:37:13;
992;39;107,;12;3;19:01:2024 / 14:38:34;
992;39;108,;13;3;19:01:2024 / 14:40:09;
992;39;107,;14;3;19:01:2024 / 14:43:43;
992;39;106,;15;3;19:01:2024 / 14:46:12;
992;39;112,;16;3;19:01:2024 / 14:47:59;
992;39;102,;16;4;19:01:2024 / 14:50:34;
992;39;96,2;16;5;19:01:2024 / 14:53:24;
992;39;97,8;17;5;19:01:2024 / 14:55:04;
992;39;97,4;18;5;19:01:2024 / 14:58:33;
992;39;98,8;19;5;19:01:2024 / 15:00:04;
992;39;101,;20;5;19:01:2024 / 15:01:50;
992;39;103,;21;5;19:01:2024 / 15:03:54;
992;39;102,;22;5;19:01:2024 / 15:06:20;
992;39;103,;23;5;19:01:2024 / 15:08:27;
992;39;102,;24;5;19:01:2024 / 15:11:17;
992;39;102,;25;5;19:01:2024 / 15:14:06;
992;39;106,;26;5;19:01:2024 / 15:17:50;
992;39;97,8;26;6;19:01:2024 / 15:20:07;
992;39;98,8;27;6;19:01:2024 / 15:22:17;
992;39;99,7;28;6;19:01:2024 / 15:24:26;
992;39;100,;29;6;19:01:2024 / 15:26:12;
992;39;101,;30;6;19:01:2024 / 15:28:44;
992;39;102,;31;6;19:01:2024 / 15:30:44;
992;39;100,;32;6;19:01:2024 / 15:34:17;
992;39;100,;33;6;19:01:2024 / 15:37:19;
992;39;101,;34;6;19:01:2024 / 15:39:10;
992;39;101,;35;6;19:01:2024 / 15:41:29;
992;39;101,;36;6;19:01:2024 / 15:44:59;
992;39;99,3;37;6;19:01:2024 / 15:49:52;
992;39;98,1;38;6;19:01:2024 / 15:53:45;
992;39;97,9;39;6;19:01:2024 / 15:56:51;
992;39;97,7;40;6;19:01:2024 / 15:59:33;
992;39;96,7;41;6;19:01:2024 / 16:03:46;
992;39;96,5;42;6;19:01:2024 / 16:06:40;
992;39;95,6;43;6;19:01:2024 / 16:10:05;
992;39;97,0;44;6;19:01:2024 / 16:11:58;
992;39;96,9;45;6;19:01:2024 / 16:14:39;
992;39;96,7;46;6;19:01:2024 / 16:17:32;
992;39;97,3;47;6;19:01:2024 / 16:19:56;
992;39;97,2;48;6;19:01:2024 / 16:22:50;
992;39;97,7;49;6;19:01:2024 / 16:24:52;
992;39;97,6;50;6;19:01:2024 / 16:27:01;
992;39;96,1;51;6;19:01:2024 / 16:32:50;
992;39;96,0;52;6;19:01:2024 / 16:35:15;
992;39;96,5;53;6;19:01:2024 / 16:37:25;
992;39;95,8;54;6;19:01:2024 / 16:41:07;
992;39;95,1;55;6;19:01:2024 / 16:45:23;
992;39;95,6;56;6;19:01:2024 / 16:47:34;
992;39;96,1;57;6;19:01:2024 / 16:49:39;
992;39;96,0;58;6;19:01:2024 / 16:52:18;
992;39;95,9;59;6;19:01:2024 / 16:55:03;
992;39;93,1;60;6;19:01:2024 / 17:03:35;
992;39;93,6;61;6;19:01:2024 / 17:05:16;
992;39;94,0;62;6;19:01:2024 / 17:07:05;
992;39;93,5;63;6;19:01:2024 / 17:11:40;
992;39;93,4;64;6;19:01:2024 / 17:14:42;
992;39;93,4;65;6;19:01:2024 / 17:17:41;
992;39;93,3;66;6;19:01:2024 / 17:20:27;
992;39;93,3;67;6;19:01:2024 / 17:23:28;
992;39;93,3;68;6;19:01:2024 / 17:26:53;
992;39;82,3;69;6;19:01:2024 / 17:56:41;
992;39;83,5;70;6;19:01:2024 / 17:59:58;
992;39;81,7;70;7;19:01:2024 / 18:01:51;
992;39;81,8;71;7;19:01:2024 / 18:04:08;
992;39;82,3;72;7;19:01:2024 / 18:06:18;
992;39;82,7;73;7;19:01:2024 / 18:08:16;
992;39;83,2;74;7;19:01:2024 / 18:10:29;
992;39;84,3;75;7;19:01:2024 / 18:13:48;
992;39;82,6;75;8;19:01:2024 / 18:15:56;
992;39;83,0;76;8;19:01:2024 / 18:17:54;
992;39;83,1;77;8;19:01:2024 / 18:20:05;
992;39;83,5;78;8;19:01:2024 / 18:22:22;
992;39;83,9;79;8;19:01:2024 / 18:24:36;
992;39;84,3;80;8;19:01:2024 / 18:26:36;
992;39;84,4;81;8;19:01:2024 / 18:29:47;
992;39;84,1;82;8;19:01:2024 / 18:33:02;
992;39;84,5;83;8;19:01:2024 / 18:35:29;
992;39;84,6;84;8;19:01:2024 / 18:38:04;
992;39;84,9;85;8;19:01:2024 / 18:40:17;
992;39;85,3;86;8;19:01:2024 / 18:42:40;
992;39;85,7;87;8;19:01:2024 / 18:44:59;
992;39;85,7;88;8;19:01:2024 / 18:47:03;
992;39;86,1;89;8;19:01:2024 / 18:49:31;
992;39;85,8;90;8;19:01:2024 / 18:53:26;
992;39;85,9;91;8;19:01:2024 / 18:56:12;
992;39;85,9;92;8;19:01:2024 / 18:59:05;
992;39;86,3;93;8;19:01:2024 / 19:01:02;
992;39;86,6;94;8;19:01:2024 / 19:03:59;
992;39;85,2;95;8;19:01:2024 / 19:11:51;
992;39;85,5;96;8;19:01:2024 / 19:13:40;
992;39;85,9;97;8;19:01:2024 / 19:15:41;
992;39;85,9;98;8;19:01:2024 / 19:18:05;
992;39;86,2;99;8;19:01:2024 / 19:20:18;
992;39;86,3;100;8;19:01:2024 / 19:23:09;
992;39;86,3;101;8;19:01:2024 / 19:26:27;
992;39;87,2;102;8;19:01:2024 / 19:29:33;
992;39;85,0;102;9;19:01:2024 / 19:34:49;
992;39;85,1;103;9;19:01:2024 / 19:37:47;
992;39;85,9;104;9;19:01:2024 / 19:50:10;
992;39;82,2;104;10;19:01:2024 / 19:52:34;
992;39;82,5;105;10;19:01:2024 / 19:54:52;
992;39;82,8;106;10;19:01:2024 / 19:56:42;
992;39;83,1;107;10;19:01:2024 / 19:58:54;
992;39;83,2;108;10;19:01:2024 / 20:01:38;
992;39;82,8;109;10;19:01:2024 / 20:06:44;
992;39;82,2;110;10;19:01:2024 / 20:12:41;
992;39;82,0;111;10;19:01:2024 / 20:16:27;
992;39;82,1;112;10;19:01:2024 / 20:19:48;
992;39;82,1;113;10;19:01:2024 / 20:22:00;
992;39;1007;114;10;19:01:2024 / 20:26:02;
992;39;963,;114;11;19:01:2024 / 20:39:38;
992;39;964,;115;11;19:01:2024 / 20:42:05;
992;39;968,;116;11;19:01:2024 / 20:44:41;
992;39;971,;117;11;19:01:2024 / 20:46:27;
992;39;980,;118;11;19:01:2024 / 20:48:19;
992;39;972,;118;12;19:01:2024 / 20:49:47;
992;39;976,;119;12;19:01:2024 / 20:51:39;
992;39;979,;120;12;19:01:2024 / 20:53:30;
992;39;982,;121;12;19:01:2024 / 20:55:53;
992;39;981,;122;12;19:01:2024 / 20:59:54;
992;39;984,;123;12;19:01:2024 / 21:01:41;
992;39;966,;124;12;19:01:2024 / 21:12:45;
992;39;969,;125;12;19:01:2024 / 21:14:27;
992;39;973,;126;12;19:01:2024 / 21:16:20;
992;39;976,;127;12;19:01:2024 / 21:18:11;
992;39;979,;128;12;19:01:2024 / 21:20:04;
992;39;80,6;129;12;19:01:2024 / 21:23:16;
992;39;80,9;130;12;19:01:2024 / 21:25:47;
992;39;81,1;131;12;19:01:2024 / 21:27:31;
992;39;80,8;132;12;19:01:2024 / 21:32:14;
992;39;81,1;133;12;19:01:2024 / 21:34:04;
992;39;81,3;134;12;19:01:2024 / 21:36:02;
992;39;81,7;135;12;19:01:2024 / 21:37:50;
992;39;82,0;136;12;19:01:2024 / 21:39:39;
992;39;82,2;137;12;19:01:2024 / 21:41:28;
992;39;82,6;138;12;19:01:2024 / 21:42:46;
992;39;82,3;139;12;19:01:2024 / 21:47:07;
992;39;82,5;140;12;19:01:2024 / 21:49:38;
992;39;82,6;141;12;19:01:2024 / 21:52:32;
992;39;82,8;142;12;19:01:2024 / 21:54:29;
992;39;82,9;143;12;19:01:2024 / 21:57:25;
992;39;82,9;144;12;19:01:2024 / 22:00:53;
992;39;82,8;145;12;19:01:2024 / 22:04:03;
992;39;0,56;0;0;20:01:2024 / 05:55:39;
992;39;0,28;0;1;20:01:2024 / 05:58:32;
992;39;135,;1;1;20:01:2024 / 06:02:28;
992;39;74,1;2;1;20:01:2024 / 06:09:02;
992;39;77,6;3;1;20:01:2024 / 06:12:00;
992;39;79,9;4;1;20:01:2024 / 06:15:22;
992;39;85,8;5;1;20:01:2024 / 06:17:38;
992;39;82,7;6;1;20:01:2024 / 06:21:27;
992;39;83,6;7;1;20:01:2024 / 06:24:34;
992;39;84,3;8;1;20:01:2024 / 06:27:15;
992;39;84,9;9;1;20:01:2024 / 06:30:57;
992;39;85,4;10;1;20:01:2024 / 06:33:10;
992;39;83,6;11;1;20:01:2024 / 06:37:00;
992;39;82,1;12;1;20:01:2024 / 06:41:34;
992;39;84,5;13;1;20:01:2024 / 06:43:54;
992;39;84,9;14;1;20:01:2024 / 06:46:06;
992;39;85,2;15;1;20:01:2024 / 06:49:32;
992;39;84,0;16;1;20:01:2024 / 06:53:13;
992;39;88,9;17;1;20:01:2024 / 06:57:52;
992;39;88,9;17;2;20:01:2024 / 07:01:14;
992;39;74,1;17;3;20:01:2024 / 07:04:59;
992;39;74,8;18;3;20:01:2024 / 07:07:11;
992;39;78,7;19;3;20:01:2024 / 07:10:08;
992;39;73,4;19;4;20:01:2024 / 07:12:24;
992;39;75,1;20;4;20:01:2024 / 07:14:33;
992;39;78,6;21;4;20:01:2024 / 07:18:35;
992;39;71,1;21;5;20:01:2024 / 07:22:15;
992;39;72,6;22;5;20:01:2024 / 07:24:30;
992;39;75,8;23;5;20:01:2024 / 07:26:53;
992;39;71,6;23;6;20:01:2024 / 07:29:01;
992;39;71,5;24;6;20:01:2024 / 07:33:08;
992;39;72,1;25;6;20:01:2024 / 07:36:03;
992;39;73,3;26;6;20:01:2024 / 07:38:33;
992;39;74,6;27;6;20:01:2024 / 07:40:48;
992;39;72,3;28;6;20:01:2024 / 07:47:12;
992;39;72,8;29;6;20:01:2024 / 07:50:41;
992;39;75,2;30;6;20:01:2024 / 07:57:41;
992;39;68,5;30;7;20:01:2024 / 08:01:37;
992;39;69,5;31;7;20:01:2024 / 08:03:55;
992;39;70,6;32;7;20:01:2024 / 08:05:54;
992;39;71,0;33;7;20:01:2024 / 08:08:14;
992;39;72,0;34;7;20:01:2024 / 08:10:20;
992;39;73,0;35;7;20:01:2024 / 08:12:35;
992;39;73,4;36;7;20:01:2024 / 08:15:37;
992;39;73,2;37;7;20:01:2024 / 08:19:20;
992;39;73,6;38;7;20:01:2024 / 08:22:27;
992;39;74,4;39;7;20:01:2024 / 08:24:38;
992;39;74,7;40;7;20:01:2024 / 08:27:34;
992;39;930,;41;7;20:01:2024 / 08:31:41;
992;39;73,6;41;8;20:01:2024 / 08:33:53;
992;39;73,9;42;8;20:01:2024 / 08:36:17;
992;39;74,2;43;8;20:01:2024 / 08:39:14;
992;39;75,0;44;8;20:01:2024 / 08:41:27;
992;39;915,;45;8;20:01:2024 / 08:44:09;
992;39;76,0;46;8;20:01:2024 / 08:46:46;
992;39;75,8;47;8;20:01:2024 / 08:50:13;
992;39;76,5;48;8;20:01:2024 / 08:52:27;
992;39;77,2;49;8;20:01:2024 / 08:54:45;
992;39;77,8;50;8;20:01:2024 / 08:56:59;
992;39;78,0;51;8;20:01:2024 / 08:59:41;
992;39;77,8;52;8;20:01:2024 / 09:03:06;
992;39;78,4;53;8;20:01:2024 / 09:05:50;
992;39;79,0;54;8;20:01:2024 / 09:07:58;
992;39;67,3;55;8;20:01:2024 / 09:44:56;
992;39;67,6;56;8;20:01:2024 / 09:47:45;
992;39;67,9;57;8;20:01:2024 / 09:50:32;
992;39;67,9;58;8;20:01:2024 / 09:54:39;
992;39;69,1;59;8;20:01:2024 / 10:26:45;
992;39;69,1;59;9;20:01:2024 / 10:32:00;
992;39;59,0;59;10;20:01:2024 / 10:34:42;
992;39;59,4;60;10;20:01:2024 / 10:37:10;
992;39;59,9;61;10;20:01:2024 / 10:39:17;
992;39;60,5;62;10;20:01:2024 / 10:41:33;
992;39;61,0;63;10;20:01:2024 / 10:43:46;
992;39;61,3;64;10;20:01:2024 / 10:46:17;
992;39;61,8;65;10;20:01:2024 / 10:48:03;
992;39;62,3;66;10;20:01:2024 / 10:50:01;
992;39;62,8;67;10;20:01:2024 / 10:52:22;
992;39;63,3;68;10;20:01:2024 / 10:54:26;
992;39;63,8;69;10;20:01:2024 / 10:56:42;
992;39;63,6;70;10;20:01:2024 / 11:01:11;
992;39;63,7;71;10;20:01:2024 / 11:05:03;
992;39;64,0;72;10;20:01:2024 / 11:08:10;
992;39;64,2;73;10;20:01:2024 / 11:11:25;
992;39;63,3;74;10;20:01:2024 / 11:20:30;
992;39;63,7;75;10;20:01:2024 / 11:22:50;
992;39;63,8;76;10;20:01:2024 / 11:26:12;
992;39;64,2;77;10;20:01:2024 / 11:28:57;
992;39;63,5;78;10;20:01:2024 / 11:36:14;
992;39;64,3;79;10;20:01:2024 / 11:40:58;
992;39;63,2;79;11;20:01:2024 / 11:42:59;
992;39;63,2;80;11;20:01:2024 / 11:46:37;
992;39;64,0;81;11;20:01:2024 / 11:54:01;
992;39;62,2;81;12;20:01:2024 / 11:56:36;
992;39;62,6;82;12;20:01:2024 / 11:58:45;
992;39;63,4;83;12;20:01:2024 / 12:02:41;
992;39;62,2;83;13;20:01:2024 / 12:05:23;
992;39;62,2;84;13;20:01:2024 / 12:09:33;
992;39;62,6;85;13;20:01:2024 / 12:11:57;
992;39;63,3;86;13;20:01:2024 / 12:14:45;
992;39;62,3;86;14;20:01:2024 / 12:17:01;
992;39;63,1;87;14;20:01:2024 / 12:19:45;
992;39;62,2;87;15;20:01:2024 / 12:22:02;
992;39;62,6;88;15;20:01:2024 / 12:24:40;
992;39;62,8;89;15;20:01:2024 / 12:27:42;
992;39;63,5;90;15;20:01:2024 / 12:35:25;
992;39;61,9;90;16;20:01:2024 / 12:37:45;
992;39;62,2;91;16;20:01:2024 / 12:40:43;
992;39;62,4;92;16;20:01:2024 / 12:43:24;
992;39;62,4;93;16;20:01:2024 / 12:47:58;
992;39;62,0;94;16;20:01:2024 / 12:54:33;
992;39;62,7;95;16;20:01:2024 / 13:01:55;
992;39;60,9;95;17;20:01:2024 / 13:06:27;
992;39;61,0;96;17;20:01:2024 / 13:10:16;
992;39;61,6;97;17;20:01:2024 / 13:13:41;
992;39;60,8;97;18;20:01:2024 / 13:16:58;
992;39;60,1;98;18;20:01:2024 / 13:25:50;
992;39;60,3;99;18;20:01:2024 / 13:28:53;
992;39;61,0;100;18;20:01:2024 / 13:32:39;
992;39;60,0;100;19;20:01:2024 / 13:35:11;
992;39;60,0;101;19;20:01:2024 / 13:40:39;
992;39;60,5;102;19;20:01:2024 / 13:44:15;
992;39;59,6;102;20;20:01:2024 / 13:47:30;
992;39;60,2;103;20;20:01:2024 / 13:51:52;
992;39;0,56;0;0;22:01:2024 / 05:49:18;
992;39;271,;1;0;22:01:2024 / 05:51:57;
992;39;163,;2;0;22:01:2024 / 05:54:38;
992;39;135,;3;0;22:01:2024 / 05:57:35;
992;39;135,;4;0;22:01:2024 / 05:59:05;
992;39;148,;5;0;22:01:2024 / 06:00:52;
992;39;172,;6;0;22:01:2024 / 06:02:49;
992;39;126,;6;1;22:01:2024 / 06:04:43;
992;39;127,;7;1;22:01:2024 / 06:06:59;
992;39;122,;8;1;22:01:2024 / 06:09:35;
992;39;123,;9;1;22:01:2024 / 06:11:55;
992;39;119,;10;1;22:01:2024 / 06:14:02;
992;39;120,;11;1;22:01:2024 / 06:16:22;
992;39;121,;12;1;22:01:2024 / 06:18:40;
992;39;118,;13;1;22:01:2024 / 06:21:17;
992;39;116,;14;1;22:01:2024 / 06:24:36;
992;39;117,;15;1;22:01:2024 / 06:26:19;
992;39;118,;16;1;22:01:2024 / 06:28:30;
992;39;119,;17;1;22:01:2024 / 06:30:38;
992;39;117,;18;1;22:01:2024 / 06:33:57;
992;39;115,;19;1;22:01:2024 / 06:36:07;
992;39;114,;20;1;22:01:2024 / 06:39:46;
992;39;114,;21;1;22:01:2024 / 06:41:48;
992;39;111,;22;1;22:01:2024 / 06:45:13;
992;39;112,;23;1;22:01:2024 / 06:47:27;
992;39;113,;24;1;22:01:2024 / 06:49:59;
992;39;113,;25;1;22:01:2024 / 06:51:45;
992;39;109,;26;1;22:01:2024 / 06:56:10;
992;39;110,;27;1;22:01:2024 / 06:58:26;
992;39;114,;28;1;22:01:2024 / 07:01:28;
992;39;106,;28;2;22:01:2024 / 07:03:54;
992;39;107,;29;2;22:01:2024 / 07:05:43;
992;39;108,;30;2;22:01:2024 / 07:07:47;
992;39;107,;31;2;22:01:2024 / 07:10:09;
992;39;108,;32;2;22:01:2024 / 07:12:51;
992;39;108,;33;2;22:01:2024 / 07:14:29;
992;39;109,;34;2;22:01:2024 / 07:16:21;
992;39;109,;35;2;22:01:2024 / 07:18:18;
992;39;110,;36;2;22:01:2024 / 07:20:02;
992;39;111,;37;2;22:01:2024 / 07:22:00;
992;39;112,;38;2;22:01:2024 / 07:23:56;
992;39;112,;39;2;22:01:2024 / 07:26:08;
992;39;109,;40;2;22:01:2024 / 07:31:02;
992;39;107,;41;2;22:01:2024 / 07:35:05;
992;39;108,;42;2;22:01:2024 / 07:37:14;
992;39;106,;43;2;22:01:2024 / 07:41:50;
992;39;106,;44;2;22:01:2024 / 07:44:05;
992;39;106,;45;2;22:01:2024 / 07:46:09;
992;39;105,;46;2;22:01:2024 / 07:50:43;
992;39;104,;47;2;22:01:2024 / 07:54:20;
992;39;104,;48;2;22:01:2024 / 07:56:36;
992;39;105,;49;2;22:01:2024 / 07:58:44;
992;39;105,;50;2;22:01:2024 / 08:01:02;
992;39;105,;51;2;22:01:2024 / 08:03:50;
992;39;105,;52;2;22:01:2024 / 08:06:28;
992;39;107,;53;2;22:01:2024 / 08:10:47;
992;39;102,;53;3;22:01:2024 / 08:12:50;
992;39;103,;54;3;22:01:2024 / 08:14:59;
992;39;104,;55;3;22:01:2024 / 08:17:39;
992;39;101,;55;4;22:01:2024 / 08:19:47;
992;39;101,;56;4;22:01:2024 / 08:21:47;
992;39;103,;57;4;22:01:2024 / 08:24:00;
992;39;99,7;57;5;22:01:2024 / 08:27:44;
992;39;100,;58;5;22:01:2024 / 08:29:54;
992;39;100,;59;5;22:01:2024 / 08:32:16;
992;39;99,8;60;5;22:01:2024 / 08:35:05;
992;39;98,6;60;6;22:01:2024 / 08:37:06;
992;39;96,2;61;6;22:01:2024 / 08:44:12;
992;39;96,7;62;6;22:01:2024 / 08:46:40;
992;39;97,1;63;6;22:01:2024 / 08:48:57;
992;39;97,6;64;6;22:01:2024 / 08:50:36;
992;39;98,0;65;6;22:01:2024 / 08:52:40;
992;39;98,4;66;6;22:01:2024 / 08:54:41;
992;39;98,8;67;6;22:01:2024 / 08:56:29;
992;39;99,2;68;6;22:01:2024 / 08:58:17;
992;39;99,6;69;6;22:01:2024 / 09:00:18;
992;39;99,9;70;6;22:01:2024 / 09:02:26;
992;39;99,8;71;6;22:01:2024 / 09:05:12;
992;39;100,;72;6;22:01:2024 / 09:07:29;
992;39;99,0;73;6;22:01:2024 / 09:12:25;
992;39;99,4;74;6;22:01:2024 / 09:14:44;
992;39;98,8;75;6;22:01:2024 / 09:18:39;
992;39;98,7;76;6;22:01:2024 / 09:21:02;
992;39;98,6;77;6;22:01:2024 / 09:24:19;
992;39;99,4;78;6;22:01:2024 / 09:25:52;
992;39;99,7;79;6;22:01:2024 / 09:27:33;
992;39;100,;80;6;22:01:2024 / 09:29:29;
992;39;100,;81;6;22:01:2024 / 09:31:25;
992;39;100,;82;6;22:01:2024 / 09:33:21;
992;39;101,;83;6;22:01:2024 / 09:35:37;
992;39;101,;84;6;22:01:2024 / 09:37:40;
992;39;101,;85;6;22:01:2024 / 09:39:47;
992;39;102,;86;6;22:01:2024 / 09:42:34;
992;39;100,;86;7;22:01:2024 / 09:45:02;
992;39;100,;87;7;22:01:2024 / 09:47:13;
992;39;100,;88;7;22:01:2024 / 09:50:27;
992;39;99,8;89;7;22:01:2024 / 09:54:12;
992;39;100,;90;7;22:01:2024 / 09:56:23;
992;39;91,2;91;7;22:01:2024 / 10:23:33;
992;39;91,5;92;7;22:01:2024 / 10:25:54;
992;39;91,2;93;7;22:01:2024 / 10:29:45;
992;39;91,2;94;7;22:01:2024 / 10:32:08;
992;39;91,5;95;7;22:01:2024 / 10:34:28;
992;39;91,8;96;7;22:01:2024 / 10:36:32;
992;39;92,1;97;7;22:01:2024 / 10:38:47;
992;39;92,1;98;7;22:01:2024 / 10:41:52;
992;39;91,5;99;7;22:01:2024 / 10:46:11;
992;39;91,8;100;7;22:01:2024 / 10:48:09;
992;39;90,8;101;7;22:01:2024 / 10:54:41;
992;39;91,7;102;7;22:01:2024 / 10:57:07;
992;39;91,7;102;8;22:01:2024 / 11:02:22;
992;39;88,8;102;9;22:01:2024 / 11:04:56;
992;39;88,8;103;9;22:01:2024 / 11:07:12;
992;39;89,1;104;9;22:01:2024 / 11:09:05;
992;39;89,4;105;9;22:01:2024 / 11:11:32;
992;39;89,7;106;9;22:01:2024 / 11:13:27;
992;39;90,5;107;9;22:01:2024 / 11:17:10;
992;39;89,2;107;10;22:01:2024 / 11:18:58;
992;39;89,5;108;10;22:01:2024 / 11:20:45;
992;39;89,5;109;10;22:01:2024 / 11:23:56;
992;39;89,7;110;10;22:01:2024 / 11:25:36;
992;39;90,0;111;10;22:01:2024 / 11:27:10;
992;39;90,5;112;10;22:01:2024 / 11:28:42;
992;39;90,8;113;10;22:01:2024 / 11:30:36;
992;39;91,1;114;10;22:01:2024 / 11:32:37;
992;39;90,8;115;10;22:01:2024 / 11:36:56;
992;39;91,1;116;10;22:01:2024 / 11:38:35;
992;39;91,3;117;10;22:01:2024 / 11:40:23;
992;39;91,6;118;10;22:01:2024 / 11:42:09;
992;39;91,8;119;10;22:01:2024 / 11:44:18;
992;39;91,8;120;10;22:01:2024 / 11:47:01;
992;39;92,3;121;10;22:01:2024 / 11:48:55;
992;39;92,3;122;10;22:01:2024 / 11:51:07;
992;39;92,5;123;10;22:01:2024 / 11:53:16;
992;39;92,5;124;10;22:01:2024 / 11:56:23;
992;39;92,3;125;10;22:01:2024 / 12:00:18;
992;39;92,5;126;10;22:01:2024 / 12:02:19;
992;39;92,7;127;10;22:01:2024 / 12:04:31;
992;39;92,7;128;10;22:01:2024 / 12:07:02;
992;39;92,4;129;10;22:01:2024 / 12:11:10;
992;39;92,7;130;10;22:01:2024 / 12:13:59;
992;39;93,4;131;10;22:01:2024 / 12:17:24;
992;39;91,7;131;11;22:01:2024 / 12:20:40;
992;39;91,7;132;11;22:01:2024 / 12:23:28;
992;39;91,9;133;11;22:01:2024 / 12:25:47;
992;39;91,9;134;11;22:01:2024 / 12:28:04;
992;39;91,9;135;11;22:01:2024 / 12:31:21;
992;39;92,1;136;11;22:01:2024 / 12:33:41;
992;39;92,8;137;11;22:01:2024 / 12:37:37;
992;39;91,4;137;12;22:01:2024 / 12:39:16;
992;39;91,2;138;12;22:01:2024 / 12:43:01;
992;39;91,4;139;12;22:01:2024 / 12:45:15;
992;39;91,6;140;12;22:01:2024 / 12:47:36;
992;39;91,6;141;12;22:01:2024 / 12:50:29;
992;39;91,8;142;12;22:01:2024 / 12:52:29;
992;39;92,0;143;12;22:01:2024 / 12:54:47;
992;39;92,7;144;12;22:01:2024 / 12:57:29;
992;39;91,6;144;13;22:01:2024 / 12:59:40;
992;39;91,8;145;13;22:01:2024 / 13:01:41;
992;39;92,0;146;13;22:01:2024 / 13:03:39;
